,User,Profile Picture,Email Address,Phone Number,Communication History,Company Name,Industry,Deal Stage,Deal Value,Win/Loss Status,Upcoming Tasks,Activity Status,Lead Source,Location,Custom Visuals,Creation Date,Last Updated,User Activity
296,Nathaniel Jones,https://placekitten.com/484/655,ana64@example.net,(295)438-0070,Realize art lead along low. Bill discover deal unit here sea offer. Their entire reason career.,Gordon PLC,Technology,Closed Deal,22578,Won,1/10/2024,Ongoing,X,Angola,7,11/27/2022,12/13/2023,40
297,Meagan Hunt,https://dummyimage.com/818x154,andrew34@example.com,522.441.2232x58723,Support investment second share style power account. Character arm level. City leader structure be him.,"West, Phelps and House",Finance,Lead,54945,Lost,1/19/2024,Completed,X,Tanzania,7,12/18/2021,12/5/2023,35
298,Derek Smith,https://placekitten.com/603/815,john00@example.org,266-967-9734,Actually natural speech. Mean road grow example natural of bit study. Thus small great shoulder should turn war experience.,Patterson-Elliott,Healthcare,Closed Deal,56923,Won,1/10/2024,Ongoing,Google,South Africa,7,2/26/2022,12/23/2023,62
299,Kurt Robertson,https://picsum.photos/9/541,micheal10@example.net,673-714-9113x68621,Town article green identify deal fund throw rock. College red much bring book public turn year.,"Proctor, Lawrence and Friedman",Finance,Closed Deal,51263,Won,1/22/2024,Ongoing,Yahoo,Saint Martin,6,3/30/2023,12/22/2023,42
300,Brandon Bailey,https://dummyimage.com/408x531,stevenjohnson@example.net,9548202758,Magazine different there policy say.,Ramirez-Miles,Retail,Proposal,34850,Lost,1/8/2024,Completed,Google,Liechtenstein,7,1/14/2022,12/3/2023,36
301,Janice Hudson,https://picsum.photos/318/460,ythomas@example.net,+1-685-562-9991x84049,Bar morning almost matter future brother call. That lawyer already put worry night.,Owens Inc,Healthcare,Opportunity,16317,Lost,1/11/2024,Ongoing,X,Macao,9,12/24/2020,12/9/2023,27
302,William Jones,https://dummyimage.com/951x196,marymason@example.net,783-918-2299,Another hour care less method simple gun. Door travel matter leave exist college. Article education mean someone wonder include.,"Cooper, Beard and Lawrence",Healthcare,Closed Deal,49057,Lost,1/26/2024,Completed,Yahoo,Hungary,1,10/14/2021,12/18/2023,27
303,Sarah Briggs,https://dummyimage.com/233x131,harry27@example.org,+1-685-970-0139x4545,Image research spring church statement until. Table claim development top level improve.,"Garcia, Daniels and Schroeder",Finance,Proposal,97294,Won,1/4/2024,Ongoing,Website,Mongolia,9,6/28/2022,12/12/2023,11
304,Joshua Garcia,https://placekitten.com/522/460,natalie74@example.org,(720)641-4136,No cover lay sit kind edge have. We after toward own my whose. Science notice everything subject response toward.,Bryant-Glover,Finance,Proposal,42181,Lost,1/12/2024,Completed,Facebook,Timor-Leste,5,11/27/2020,12/24/2023,48
305,Robert Bennett,https://placekitten.com/708/587,sharon28@example.org,(978)572-5354x84104,Through hit his coach support.,Erickson-Joyce,Finance,Lead,49687,Lost,1/2/2024,Completed,Yahoo,Madagascar,9,3/1/2022,12/2/2023,38
306,Daniel Carroll,https://placekitten.com/268/907,cathyalvarado@example.org,262.350.4464x56199,Culture organization author floor side. Front responsibility another sing.,Brennan Inc,Technology,Opportunity,38323,Lost,1/14/2024,Ongoing,Website,Croatia,3,7/1/2022,12/8/2023,55
307,Barbara Morse,https://dummyimage.com/546x137,rnewton@example.org,-3811,Situation ten in after minute owner international. Represent determine throughout ready collection adult. Some already win help building food.,"Rich, Wade and Blanchard",Technology,Opportunity,62827,Won,1/2/2024,Ongoing,Instagram,United Arab Emirates,6,1/13/2021,12/8/2023,18
308,Dana Campbell,https://placekitten.com/738/313,andreareyes@example.org,803-494-9769x3985,Some speech stay wrong by. Exist hospital president particular natural.,Duran Group,Retail,Closed Deal,45817,Lost,1/13/2024,Completed,Website,Morocco,8,4/6/2023,12/12/2023,96
309,Timothy Turner,https://placekitten.com/416/564,davidbuckley@example.net,204-821-4336,List although team lawyer. Radio note party simply far. Project onto computer answer church without development hear.,Johnson Group,Healthcare,Lead,30063,Lost,1/10/2024,Ongoing,Other,Sri Lanka,5,6/19/2023,12/17/2023,17
310,Carol Garcia,https://placekitten.com/937/849,jacqueline48@example.net,3687583956,Clear practice activity issue institution. Same way wide sell media. Price ten peace college author indicate how career.,Olsen-Walker,Finance,Lead,31939,Lost,12/31/2023,Ongoing,X,Angola,9,2/28/2020,12/5/2023,46
311,Christopher Peterson,https://picsum.photos/653/774,sotokatelyn@example.com,4149678201,Ready more movie account rule. Case heavy than in country Mr responsibility.,Woodard-Taylor,Healthcare,Closed Deal,10285,Won,1/12/2024,Ongoing,Instagram,Libyan Arab Jamahiriya,2,1/8/2020,12/22/2023,40
312,Joshua Jimenez,https://placekitten.com/30/317,martinlori@example.com,798-292-0805x115,Model get pay image find. Somebody beat sell feeling door story.,Heath Group,Retail,Closed Deal,25571,Won,1/19/2024,Ongoing,X,Monaco,7,2/12/2021,12/8/2023,53
313,Jessica Wade,https://dummyimage.com/376x371,smithsarah@example.com,552.757.7887x362,Modern system church million agreement. President property be best industry. Doctor media really tough campaign.,Dalton-Lee,Finance,Closed Deal,89588,Won,1/7/2024,Completed,Instagram,Romania,4,7/19/2020,12/22/2023,46
314,Mary Thornton,https://picsum.photos/674/820,brandonsalas@example.net,624-910-0415x21306,Only this responsibility until support hard. Nothing run strong off soldier little kitchen. Force own personal white catch identify tell. Major floor side cup force.,"Monroe, Thompson and White",Retail,Closed Deal,38788,Lost,1/25/2024,Ongoing,Google,Italy,8,3/27/2023,12/6/2023,81
315,Pamela Castro,https://dummyimage.com/699x734,kellihansen@example.net,685-394-2712,During discover point three itself. Tree court indicate. Dinner travel PM.,Espinoza-Cummings,Technology,Lead,25053,Won,1/19/2024,Completed,X,Tajikistan,2,12/31/2020,12/8/2023,24
316,Ann Kennedy,https://dummyimage.com/209x616,thenderson@example.net,282-665-3437x47547,White drug door home road big late. Allow herself ready bit sign.,Zhang Group,Retail,Lead,83163,Lost,1/4/2024,Completed,Website,Singapore,10,10/7/2023,12/17/2023,6
317,Jennifer Butler,https://placekitten.com/766/330,markbailey@example.net,824-953-2012,Actually side compare various professional source person and. Bag summer believe. Hope modern who.,Chan Ltd,Technology,Opportunity,52571,Won,1/13/2024,Ongoing,Other,Tunisia,2,10/1/2021,12/1/2023,42
318,Linda Mckinney,https://dummyimage.com/618x324,barnettpaul@example.org,-5834,Ahead everything history smile. Often social suddenly where building together. Natural much understand friend.,Wang-Parks,Finance,Lead,55013,Lost,1/18/2024,Completed,Website,Belize,6,3/7/2020,12/4/2023,37
319,Lisa Brown,https://picsum.photos/713/992,tstafford@example.com,(389)679-3471x30042,Kind everybody popular section can later rate kind. Affect fact clear institution sense. Medical themselves we. Morning involve cultural too guy.,"Ellis, Buckley and Shelton",Technology,Opportunity,98944,Lost,1/3/2024,Ongoing,Google,Georgia,1,3/28/2023,12/25/2023,57
320,Vanessa Glass,https://dummyimage.com/282x775,brentcurry@example.org,211-291-9101,Drop within expert moment news evidence. Within yeah purpose which their.,Clark Group,Finance,Closed Deal,81927,Won,1/7/2024,Ongoing,Facebook,Turkey,7,8/9/2023,12/24/2023,94
321,Melissa Jones,https://dummyimage.com/716x147,brownemily@example.net,+1-583-335-0018x04893,Power dream accept product. Theory bad bill drop everyone member public song.,Santiago-Mack,Healthcare,Opportunity,53634,Won,1/20/2024,Ongoing,Other,Guyana,9,10/2/2021,12/17/2023,30
322,Anita Foster,https://dummyimage.com/134x376,jacob82@example.com,(283)370-2400,American name various analysis concern. Walk TV firm office better.,Keith LLC,Retail,Opportunity,54359,Lost,1/22/2024,Ongoing,Instagram,Estonia,6,2/27/2021,12/16/2023,12
323,Austin Stewart,https://picsum.photos/615/102,salinastrevor@example.org,+1-253-470-4430x6747,Building state technology world several forward.,Knight-Velasquez,Technology,Opportunity,93534,Lost,1/12/2024,Completed,Website,French Polynesia,8,10/6/2022,12/8/2023,1
324,Courtney Henson,https://dummyimage.com/144x781,stricklanddanielle@example.org,001-367-550-0965x20510,Side air particularly enough. Big throw work school white memory meet generation.,Hunt-Phillips,Finance,Closed Deal,60387,Won,1/3/2024,Ongoing,Website,Anguilla,5,8/17/2021,12/7/2023,78
325,Dale Wade,https://placekitten.com/223/83,ambermelton@example.org,+1-316-207-8979x816,Long goal skin physical yourself fast. Skin true allow myself authority. Nature seven education hard employee goal.,Campbell-Wilson,Retail,Lead,83887,Lost,1/17/2024,Ongoing,Instagram,Pakistan,2,3/8/2020,12/8/2023,100
326,Mindy Thornton,https://dummyimage.com/185x920,wfranco@example.net,(250)927-4557x203,Tax factor goal time interview laugh. Bill with morning.,Townsend-Murillo,Technology,Opportunity,3350,Won,1/12/2024,Completed,X,Maldives,1,12/1/2021,12/24/2023,57
327,Cynthia White,https://dummyimage.com/301x917,jonathanshelton@example.org,+1-893-577-9839x89104,Me appear debate trouble film whether.,"Roth, Bauer and White",Technology,Lead,7049,Won,12/31/2023,Ongoing,Instagram,Taiwan,9,1/1/2023,12/8/2023,37
328,Rachel Stevens,https://placekitten.com/904/375,millerbrandi@example.net,(699)927-2238x9530,Floor road next listen yeah memory. So other opportunity protect. Price nearly tell wear feel foot lay heavy.,Pratt-Simmons,Finance,Closed Deal,35180,Won,1/15/2024,Ongoing,Other,Monaco,7,2/23/2020,12/11/2023,25
329,Jon Byrd,https://dummyimage.com/731x386,ikeller@example.org,267.824.3133x2472,Paper resource glass tree form people something. Agree entire require necessary defense. Law positive rich action common plant.,Mcconnell LLC,Retail,Closed Deal,74403,Won,12/31/2023,Completed,Facebook,Ethiopia,6,5/14/2020,12/7/2023,36
330,William Munoz,https://placekitten.com/749/623,trose@example.org,001-287-313-1586,Reflect soon church face. Investment consider likely upon. Become part role set agent cultural.,Clark and Sons,Technology,Opportunity,64032,Won,1/13/2024,Ongoing,Facebook,Ukraine,6,10/2/2022,12/12/2023,83
331,Cody Wright,https://dummyimage.com/838x61,grant20@example.net,368.712.7256,Whose always rich born officer way simple rise. Line daughter push anything send green door.,"Freeman, Williams and Perez",Healthcare,Opportunity,8094,Won,1/8/2024,Ongoing,Other,Argentina,6,10/27/2020,12/15/2023,88
332,Amy Melton,https://dummyimage.com/473x160,weaverjennifer@example.org,(391)207-1324,Put take rather any increase these same. War land finish still hold speak. Never sort work consumer.,Preston-Tyler,Healthcare,Proposal,85531,Won,1/25/2024,Ongoing,Google,Namibia,5,11/12/2023,12/8/2023,90
333,Christopher Lopez,https://picsum.photos/308/334,jonesjanet@example.net,+1-450-234-2231x372,Better Mr middle form show spend.,May-Stokes,Technology,Closed Deal,86090,Lost,1/7/2024,Ongoing,Facebook,France,5,11/11/2020,12/25/2023,17
334,Mark Krause,https://picsum.photos/616/284,youngjamie@example.net,+1-525-935-9948x492,Bring owner eat although also.,Murphy-Harris,Retail,Proposal,89440,Won,1/8/2024,Ongoing,Website,Syrian Arab Republic,1,2/13/2021,12/4/2023,62
335,Mrs. Amanda Obrien,https://picsum.photos/661/739,lhall@example.com,977-202-1560,Note position affect street central trip beat. Laugh maintain whatever build shoulder apply beyond. Future admit pull upon doctor worry in majority.,Ferguson-Obrien,Healthcare,Lead,43123,Won,1/6/2024,Ongoing,Instagram,Lebanon,10,1/26/2022,12/15/2023,48
336,Todd Boyd,https://picsum.photos/189/924,heather00@example.org,+1-408-301-8082x12780,Season baby police international seem direction. Instead both two spring company recognize. Degree possible near enjoy feel development.,"Brown, Yates and Cardenas",Finance,Proposal,94038,Won,1/3/2024,Completed,X,Monaco,5,11/23/2023,12/11/2023,44
337,Mrs. Jacqueline Ward,https://dummyimage.com/545x868,colenathan@example.com,801.360.9885x64828,Fly relate become myself series special past.,Miller Ltd,Healthcare,Closed Deal,63808,Won,1/5/2024,Completed,Google,Ukraine,5,9/18/2022,12/7/2023,77
338,Allison Smith,https://picsum.photos/628/565,erica07@example.net,386.890.4735x5127,Also keep ready particularly. Add able money difference compare sport billion. Thing goal write dark everybody media.,Bishop-Garcia,Technology,Closed Deal,7756,Won,1/12/2024,Ongoing,Yahoo,Seychelles,5,12/2/2022,12/25/2023,4
339,Amanda Wiley,https://placekitten.com/63/154,jaredyoung@example.org,+1-413-345-2759x74667,Receive only still however health until create. Ten agent watch one hospital feeling. Ten never nice defense.,Gonzalez-Pham,Healthcare,Opportunity,72846,Won,1/15/2024,Ongoing,Website,Cambodia,9,3/1/2023,12/2/2023,43
340,Todd Holmes,https://placekitten.com/283/848,jared23@example.com,(863)913-9832x127,North business officer card design break. Enough speak high society soon risk middle.,Rogers LLC,Retail,Proposal,96536,Won,1/2/2024,Completed,Facebook,Colombia,6,12/14/2022,12/7/2023,8
341,Javier Parrish,https://picsum.photos/685/837,jason87@example.net,(475)846-9479x83195,Message least free care top.,"Hatfield, Reed and Charles",Healthcare,Closed Deal,98220,Lost,1/26/2024,Completed,Facebook,Syrian Arab Republic,4,11/5/2023,12/24/2023,36
342,Daniel Hale,https://placekitten.com/953/80,jlawson@example.com,7305203906,Talk energy once listen bed prove. Fact affect structure Mrs eye about. View alone necessary find process officer report sing.,"Foster, Graham and Johnson",Finance,Lead,22197,Lost,1/8/2024,Completed,X,Tanzania,8,6/20/2021,12/6/2023,96
343,Manuel Smith,https://picsum.photos/292/431,patriciamartinez@example.org,001-694-888-6365x8448,Factor economic whole suffer reach. Network phone style away south hit.,Armstrong-Edwards,Retail,Closed Deal,53922,Won,1/22/2024,Ongoing,Yahoo,South Africa,8,5/16/2020,12/7/2023,54
344,William Burton,https://picsum.photos/849/884,dwilliams@example.org,505-345-6067,Task stay only save scene structure well. Design idea ready you significant give. Yeah agency food and stock condition church.,Rodriguez-Bennett,Finance,Opportunity,8998,Lost,1/17/2024,Completed,X,Northern Mariana Islands,3,1/14/2023,12/14/2023,9
345,Tim Bauer,https://picsum.photos/801/472,brandon47@example.com,(413)784-2401x302,Spend health wear Democrat anything major they. Protect note along to.,"Tran, Bennett and Melton",Technology,Proposal,88936,Won,1/22/2024,Completed,Instagram,Aruba,8,2/24/2023,12/15/2023,11
346,Janet Harris,https://placekitten.com/503/522,yhughes@example.com,620-576-9805x301,Popular sometimes local outside although talk research. Public decide since voice.,"Lawrence, Leonard and Black",Finance,Opportunity,72008,Lost,1/5/2024,Completed,Yahoo,Equatorial Guinea,5,2/26/2021,12/6/2023,65
347,Whitney Douglas,https://placekitten.com/475/170,nicole20@example.org,781.251.1144,Level customer huge teach support federal bar. Support Republican computer stand yourself.,"Solomon, Everett and Snyder",Retail,Lead,27783,Lost,1/1/2024,Ongoing,Google,Honduras,3,10/9/2021,12/12/2023,84
348,Shannon Jones,https://picsum.photos/804/719,kellygreen@example.com,2485623591,View wide able stage head newspaper. Matter first among again ten out.,"Jackson, Berry and Vega",Retail,Closed Deal,49157,Lost,1/13/2024,Completed,Yahoo,Burundi,9,3/17/2022,12/8/2023,29
349,Jay Stokes,https://placekitten.com/282/478,jacobdunlap@example.org,2283357135,Play boy however street child everyone when full. Rate year young pass hear apply. Purpose strong clear them. Air explain your might free.,"Duran, Thompson and Richard",Healthcare,Lead,78253,Lost,1/1/2024,Ongoing,Instagram,Spain,6,3/9/2020,12/10/2023,96
350,Veronica Cooper,https://picsum.photos/628/443,jorge95@example.com,437.760.9937,Let apply enough boy watch explain. Pretty response trade idea career across.,Hernandez-Salazar,Healthcare,Lead,82465,Won,1/15/2024,Ongoing,X,Greenland,5,11/16/2023,12/16/2023,89
351,David Gordon MD,https://placekitten.com/724/867,katelynmartin@example.com,001-753-402-9152x805,Country whose dog page executive. Station Mrs floor raise especially. Everybody want candidate task tree. Skill sense yeah huge safe need his whose.,Harrison PLC,Finance,Lead,78817,Lost,1/11/2024,Ongoing,X,Hong Kong,7,5/16/2023,12/8/2023,97
352,Stacey Collier,https://picsum.photos/506/902,wilsonlaura@example.org,+1-472-596-7739x5935,Allow ever could door. Attention down site section current important end. Drug thus admit response institution.,Quinn-Hines,Healthcare,Closed Deal,22172,Won,12/30/2023,Completed,Other,Italy,9,11/14/2022,12/21/2023,94
353,Amanda Black,https://picsum.photos/23/373,daviskimberly@example.org,001-736-442-1694,Improve campaign plant past night member now. Reflect station become think. Relate issue cut amount. Pressure market song return situation.,Taylor-Gonzales,Finance,Lead,6381,Lost,1/15/2024,Ongoing,X,France,8,1/25/2020,12/2/2023,14
354,Erin Herrera,https://placekitten.com/141/823,lmiller@example.com,735-301-7831x431,Writer defense table group find doctor candidate. Phone go development step.,Williams Group,Technology,Closed Deal,39986,Lost,1/10/2024,Ongoing,Other,Saint Helena,6,5/29/2021,12/5/2023,47
355,Joshua Davis,https://picsum.photos/832/323,randerson@example.com,721-636-9334,Wife want really near bank. Something police Mrs peace. Contain much beyond tonight memory resource author.,Stevens-Stewart,Healthcare,Proposal,76883,Lost,1/23/2024,Completed,X,Korea,1,6/22/2022,12/1/2023,70
356,Daniel Wade,https://dummyimage.com/112x453,michael27@example.com,(631)501-0490,Statement against message best. Professor treatment statement religious impact health international. Five beat create measure car most.,Larson LLC,Retail,Lead,20257,Lost,1/3/2024,Ongoing,Yahoo,Japan,8,7/25/2021,12/17/2023,34
357,Jose Lewis,https://dummyimage.com/82x401,taylor68@example.net,001-639-965-9255,Method bag themselves.,Nolan-Ramos,Retail,Closed Deal,81459,Lost,1/9/2024,Ongoing,X,Tokelau,8,2/2/2023,12/17/2023,76
358,Jim Berger,https://dummyimage.com/126x884,susan37@example.com,399.988.6693x384,Young control individual skill window learn drug including. Traditional night talk cost. Safe social purpose prevent painting.,"Wiley, Fisher and Curry",Technology,Proposal,47744,Lost,1/7/2024,Completed,X,Papua New Guinea,6,9/26/2023,12/4/2023,26
359,Katelyn Adams,https://dummyimage.com/371x156,carterkari@example.org,721.350.6282x62964,Development support society make phone camera song simply. Each last top forget measure.,Powell-Hicks,Healthcare,Proposal,14525,Won,1/10/2024,Ongoing,X,Cuba,6,3/29/2020,12/16/2023,49
360,Darrell Smith,https://placekitten.com/660/43,nstuart@example.org,868-778-7838,Cell international value school. Large heavy city eight rule idea yard. Push than picture whose happen.,"Anderson, Jordan and Vaughn",Finance,Lead,69274,Lost,1/18/2024,Completed,Website,Paraguay,10,8/29/2023,12/3/2023,73
361,Megan Lewis,https://dummyimage.com/386x526,charles52@example.org,001-613-700-7006x6867,Practice how democratic reflect section. Affect series must play. Act dream build great provide far leave.,Nguyen-Gregory,Technology,Opportunity,17604,Lost,1/21/2024,Ongoing,Other,Latvia,10,10/14/2022,12/14/2023,34
362,Steven Murphy,https://dummyimage.com/197x211,chaneygeorge@example.org,+1-763-292-6124x4720,Think list deep fear. Bill his together require. Look new certain trial.,Morgan LLC,Technology,Proposal,90424,Lost,1/9/2024,Completed,Yahoo,Tuvalu,4,5/13/2021,12/3/2023,63
363,Wayne Curtis,https://picsum.photos/584/622,daniel80@example.net,494-808-3936x1414,Suffer sport would space near level chair set. I three subject future today. Structure soon painting ask always to.,Moore LLC,Finance,Lead,23013,Won,1/9/2024,Completed,Instagram,Greenland,4,12/9/2021,12/9/2023,7
364,Darryl Brown,https://placekitten.com/751/769,tgordon@example.org,6576164323,Article lawyer war cell. Begin toward performance local expect. Hand along long.,"Shepherd, Nguyen and Williams",Finance,Lead,61081,Lost,1/16/2024,Completed,Other,Kiribati,9,9/24/2022,12/7/2023,52
365,Brent Houston,https://picsum.photos/911/904,rossdavid@example.org,001-329-719-3055x583,Often physical clear election. Ahead total analysis how inside.,Weaver and Sons,Healthcare,Proposal,68158,Won,1/25/2024,Completed,X,Bermuda,4,2/23/2023,12/18/2023,6
366,Jessica Coleman,https://dummyimage.com/875x332,brooksmandy@example.net,001-717-448-4911x228,Interest personal grow himself. Really kind toward. Before our rise region her blood art.,Todd Inc,Finance,Closed Deal,45667,Lost,1/9/2024,Ongoing,Google,Uzbekistan,6,11/29/2021,12/21/2023,1
367,Elizabeth Dunlap,https://placekitten.com/609/750,vcooper@example.org,(497)859-9834,Main adult while society show cell government. Last lay various exactly increase. Seven building son forward rock seek.,Hawkins Group,Technology,Opportunity,89642,Won,1/5/2024,Completed,Other,Singapore,5,8/21/2022,12/4/2023,51
368,Margaret Hayes,https://dummyimage.com/707x289,sonyachang@example.com,2316198708,Nearly so few degree. Away interest message difficult. Ground these crime leave ask across.,Scott PLC,Technology,Lead,57653,Lost,1/3/2024,Ongoing,Other,Thailand,8,8/24/2021,12/1/2023,22
369,Cindy Jones DDS,https://picsum.photos/841/166,rmullins@example.com,911.940.7093,Hospital put work call quickly language. College career memory capital suffer break.,Singleton-Hernandez,Finance,Opportunity,91966,Lost,1/10/2024,Completed,Google,Malawi,3,1/7/2022,12/2/2023,40
370,Angela Lopez,https://dummyimage.com/645x3,patriciamason@example.net,479.547.0533x3217,Republican late choice son white. Article system not again low stand although. Contain wish society at. Eat once environmental level play decide issue.,"Anderson, Francis and Pierce",Healthcare,Opportunity,51480,Lost,1/17/2024,Ongoing,X,Cameroon,10,3/16/2023,12/15/2023,99
371,Oscar Johnson,https://dummyimage.com/737x862,burkederek@example.org,498.828.2863x72963,Them first open since thank lead show. Success last sea last drive party.,Higgins Group,Retail,Proposal,73236,Won,1/1/2024,Completed,Facebook,Portugal,4,5/6/2023,12/15/2023,59
372,Lisa Robinson,https://picsum.photos/18/807,sanchezdawn@example.org,+1-269-520-6732x94691,Soldier trip soon minute pay blue. Wife market tend personal daughter factor soldier build.,"Andersen, Wilson and Hart",Technology,Proposal,73706,Lost,1/23/2024,Completed,Instagram,Guatemala,6,2/9/2021,12/24/2023,2
373,Emily Bauer,https://dummyimage.com/182x977,michaelbaker@example.net,316-626-6245,Hard either area. Government music be serious southern painting.,"Davis, Blanchard and Mercado",Healthcare,Closed Deal,45848,Lost,1/19/2024,Ongoing,Google,Jersey,4,10/18/2022,12/28/2023,22
374,Michael Love,https://dummyimage.com/830x666,beth11@example.org,(830)526-1813,May reveal write five. Fill crime enter morning never.,Murray LLC,Retail,Proposal,18955,Won,1/17/2024,Completed,Facebook,Honduras,6,4/11/2023,12/3/2023,67
375,Lisa Edwards,https://dummyimage.com/313x487,brian30@example.com,(655)718-1612x360,Choose continue father behind knowledge color few step. Option relate theory federal.,James-Chapman,Finance,Opportunity,69106,Lost,1/20/2024,Ongoing,Other,Bouvet Island (Bouvetoya),7,12/30/2022,12/11/2023,62
376,Angelica Thompson,https://placekitten.com/534/250,garrett89@example.com,9749571821,Local such care center side keep believe. Well involve age along couple.,Mcneil-Hardy,Technology,Proposal,97199,Lost,1/14/2024,Ongoing,Facebook,Romania,5,1/16/2022,12/14/2023,57
377,Debbie Alexander DVM,https://dummyimage.com/160x326,ldavidson@example.org,(842)552-1462x746,During method player first. Debate build worker pass arrive.,Robinson Inc,Finance,Closed Deal,64709,Lost,1/15/2024,Ongoing,X,Dominica,1,10/1/2023,12/25/2023,23
378,Jose Werner,https://dummyimage.com/401x449,tweaver@example.net,852-383-4928,Until side argue side almost. North there serve.,Scott-Herring,Finance,Lead,78145,Lost,1/15/2024,Ongoing,X,Guinea,2,5/18/2020,12/14/2023,42
379,Ruben Cruz,https://picsum.photos/470/766,alvaradokimberly@example.com,-5368,Left authority real here main seven. Process ten idea music democratic probably history.,Maddox and Sons,Healthcare,Lead,10708,Won,1/1/2024,Completed,Yahoo,Hungary,5,2/10/2023,12/15/2023,21
380,Jessica Phillips,https://placekitten.com/759/608,heather78@example.net,460.782.7551x518,Choose can prove opportunity agree rule player. Officer series travel enter.,Morales LLC,Technology,Opportunity,43996,Lost,1/8/2024,Completed,Instagram,San Marino,1,1/14/2022,12/8/2023,72
381,Ryan Schroeder,https://placekitten.com/973/805,williamsmaria@example.org,785.873.4037,Few maintain performance fear watch. Air fear social. Laugh bad third food.,"Smith, Blake and Johnson",Healthcare,Lead,70895,Won,1/2/2024,Ongoing,Website,Croatia,2,1/31/2021,12/15/2023,27
382,Edward Gonzalez,https://placekitten.com/899/154,snelson@example.net,001-203-224-9525,Movie herself dog town resource. Purpose same ball strong around once. Physical how include safe series maybe a. President their maybe court.,"Carson, Cuevas and Evans",Technology,Opportunity,58907,Won,1/19/2024,Ongoing,Yahoo,Sierra Leone,2,1/14/2020,12/17/2023,75
383,Ashley Gould,https://placekitten.com/565/712,mcbridejoshua@example.org,765-254-8681,Home tough fear factor anything subject. Participant worry finish every office southern require. Generation investment wonder agent out.,Wheeler Inc,Finance,Lead,63029,Lost,1/8/2024,Completed,Google,South Africa,10,5/6/2020,12/10/2023,72
384,Matthew Love,https://dummyimage.com/384x167,benjamin39@example.com,5955777194,Travel point despite stop might wear. Check wear thus morning media.,Perry-Ferguson,Technology,Opportunity,91894,Lost,1/14/2024,Completed,Yahoo,North Macedonia,9,4/17/2022,12/11/2023,29
385,Sonya Dixon,https://picsum.photos/747/196,blevinsdanielle@example.org,5935766606,Determine church air list. Future attorney employee deal market consumer sit item. Growth glass accept war when foreign her.,Wright Inc,Healthcare,Lead,91496,Lost,1/25/2024,Ongoing,Facebook,Kenya,4,3/17/2021,12/19/2023,95
386,Ebony Flores,https://placekitten.com/640/71,michaelpowell@example.net,001-981-305-7075x456,Upon though she room. Become speech bed lead production foot fast.,Jensen PLC,Technology,Opportunity,98946,Lost,1/11/2024,Ongoing,Yahoo,Angola,2,11/27/2023,12/1/2023,3
387,Deborah Harrison,https://dummyimage.com/811x987,hannahchase@example.net,501.470.9638x2125,Small traditional or laugh senior high talk.,"Anthony, Johnson and Rogers",Finance,Lead,62427,Won,1/26/2024,Ongoing,Instagram,Turkmenistan,9,2/17/2020,12/7/2023,66
388,Tanya Gonzales,https://dummyimage.com/250x960,nicholas39@example.net,(450)618-8931x0111,Brother thought somebody plan myself style.,Murphy Ltd,Retail,Closed Deal,88794,Won,1/3/2024,Ongoing,Other,Norfolk Island,9,1/6/2021,12/17/2023,5
389,Abigail Coleman,https://picsum.photos/976/679,lesliehudson@example.net,(589)290-4256x10396,Least several third. Never despite loss. Western knowledge despite.,Gordon-Costa,Retail,Proposal,33966,Lost,1/14/2024,Completed,Facebook,Cambodia,8,9/5/2022,12/6/2023,51
390,Sarah Johnson,https://picsum.photos/393/864,xtucker@example.com,657-228-7754x967,Cause reveal three computer event opportunity. Company movie character great produce lose meeting. Involve hundred myself. Listen test personal conference.,"Marshall, Hernandez and Hughes",Healthcare,Closed Deal,92260,Lost,1/21/2024,Ongoing,X,Greenland,7,3/22/2022,12/14/2023,31
391,Joseph Bennett,https://picsum.photos/104/736,normanwilliam@example.com,-9562,Item treatment service kitchen listen true. Air make practice fine radio third region. Tree nearly hit impact goal assume.,Edwards-Duncan,Healthcare,Closed Deal,46059,Lost,1/20/2024,Completed,Facebook,American Samoa,3,8/29/2023,12/27/2023,17
392,Philip Lee,https://dummyimage.com/766x319,brownlisa@example.org,623.799.8161x707,Some draw up heart I a. Second behavior value exactly.,Cooper Ltd,Finance,Lead,95026,Lost,1/26/2024,Ongoing,Website,Martinique,3,10/20/2023,12/16/2023,60
393,Melissa Bennett,https://dummyimage.com/669x449,heathergibson@example.org,001-387-406-2506x204,Interview throughout father parent single executive. Mind little fast treat new.,Giles-Jensen,Finance,Closed Deal,71059,Won,1/21/2024,Completed,Google,Libyan Arab Jamahiriya,8,5/12/2023,12/23/2023,32
394,Sara Martin,https://placekitten.com/293/457,john78@example.org,001-818-335-3420,Threat its news authority not. Maintain may use only among behavior.,Howe-Johnson,Technology,Lead,16336,Won,1/22/2024,Completed,X,Lao People's Democratic Republic,8,9/26/2022,12/24/2023,11
395,Nicole Roach,https://picsum.photos/553/22,briggsjoel@example.net,9204017771,Note daughter decision Congress live accept wide. Then house south growth.,Lopez Inc,Healthcare,Proposal,32766,Lost,1/24/2024,Ongoing,Website,Morocco,9,10/7/2020,12/13/2023,11
