First Name,Last Name,Email,Phone Number,Company Name,Industry,Lead Source,Lead Status,Lead Score,Created Date,Opportunity Amount,Opportunity Stage,Probability of Close,Age,Gender,Location,Product Interest,Last Interaction Date,Contract Type,Contract Start Date,Contract End Date,Monthly Revenue,Support Tickets Open,Support Tickets Closed,Last Email Sent Date,Last Phone Call Date,Last Meeting Date,Email Thread,Notes,Comments
Micheal,Galvan,amy88@example.net,691.266.3801x99254,"Mcbride, Johnson and Bennett",Technology,Referral,Qualified,50,2020-03-01,9103,Needs Analysis,0.6298719005074838,64,Male,Lake Douglasbury,Product A,2023-06-02,Subscription,2021-03-10,2024-01-08,2632,4,2,2023-07-30,2023-05-06,2023-09-23,['Evidence person population water. Realize own agent establish cover or trial always. Day apply seven last president.'],"['Young American rich huge suffer. Plant husband room anything operation TV.', 'Central individual now again against baby. Section take window opportunity what thus behind. Character position east only pass seven.']","['Cost determine each book appear. Mention kitchen event. Window kid decide mind finish expect.', 'Significant network course enter.', 'Hundred specific start peace off want bring tree. Popular artist city in way small movie.']"
Amanda,Kirby,meyerkimberly@example.com,696-854-7915,Wade Group,Manufacturing,Cold Call,Qualified,43,2021-04-27,17614,Closed Lost,0.3010391804529997,49,Female,Nicholasshire,Product B,2023-11-08,One-time Purchase,2022-06-25,2023-11-03,6482,4,4,2023-08-13,2023-10-06,2023-08-26,"['Budget four yourself people nor. Seat heart race interest. Most realize figure.', 'Year ago thing together day stuff week. Ground point name election yeah heavy art. Daughter nor watch prevent.']","['Keep heart response actually they feel environmental soon. Study well democratic him why occur.', 'Page affect song light realize. Reduce arrive religious evening goal reduce foot. National six three stop almost arm effort range.', 'Cause spend citizen professor once direction.']","['Police spring right especially marriage senior cause. Present trial what process not.', 'They see also he. Almost rate make movie church.']"
Kristopher,Lowery,smithcarlos@example.org,(342)642-3979x0439,Arnold Group,Retail,Referral,Qualified,83,2023-09-18,32369,Closed Lost,0.8458293924249739,68,Male,Lake Sergioview,Product D,2023-07-20,Subscription,2022-05-16,2024-02-11,7502,5,3,2023-07-05,2023-08-06,2023-07-08,"['Card step never career image now according so. Relationship should environment boy no direction. Energy with either sea religious.', 'Nation movement system reality. Democrat early specific tree into.', 'Effort guess many vote. Human life there would I dark population.']","['Perhaps then sell. Wrong life consider able seat. Determine stop the.', 'Land address law add. History health daughter purpose particularly quality hold. Recent gun fact trial risk woman.', 'Open evening way above study. Source play in gas list.']",['Campaign score turn cold condition call figure standard. Professional game dark book identify order.']
Meghan,Cooper,brownrobert@example.org,5665905376,"Bowman, Boyle and Flowers",Finance,Website,Lost,93,2023-08-16,41900,Negotiation,0.0921274538696939,19,Female,Jacobsfurt,Product C,2023-08-10,Subscription,2022-06-08,2023-12-28,7564,9,4,2023-05-16,2023-11-18,2023-04-02,['Expert role growth particular. Strategy during truth company across strong amount. Father manager food soldier difference choice.'],"['More fire wall ready for your guy. Simply director east safe loss democratic trip together. Already friend serve night hair.', 'Meet eye describe list. Explain other like one professional wonder sign.']","['Point instead spring anything. Law station everybody part. Shoulder few laugh difficult skill sea. Across strategy should everybody wonder never.', 'Process Mrs and forget. Response whom season clear. Fight old certainly carry.', 'Quality popular western. Artist recognize increase market reason go should.']"
Lisa,Price,kevin01@example.net,001-241-513-0157,Cortez-Keith,Retail,Social Media,Lost,4,2021-10-08,75922,Closed Lost,0.4128628369448486,52,Female,West Erikburgh,Product D,2023-11-08,Subscription,2022-02-19,2023-12-31,1815,1,0,2023-02-27,2024-02-11,2023-11-24,"['Class perform market interesting look degree century. Group race protect range.', 'Seek image concern race. One who young camera her easy too. House draw operation wonder exactly decide goal man.']",['Sign house generation. Piece parent stock game fall project. Wait many turn for.'],['Science make difference activity watch name. Thought town three create sign need.']
Albert,Osborne,robertsstephanie@example.com,001-471-318-8108x65370,Schwartz-Fox,Manufacturing,Website,Lost,60,2023-08-16,1801,Proposal,0.3081704862993775,64,Female,New Anna,Product C,2023-04-23,Subscription,2022-10-15,2023-04-08,6651,7,6,2023-11-21,2023-05-23,2023-07-17,"['Skin peace well including cell yet many. Anything everything at prove pick middle. Cut expect method parent federal.', 'Moment blue policy where term. Too science practice example movement.']","['Like support kid finally much reality suddenly raise. Choose car growth front recent music.', 'Cause other style where total shake glass value. Time development method today feel group. Budget decade region but.']","['Teach eat leg standard camera conference.', 'Up theory material view for region finally. Live page I act.']"
Scott,Reynolds,shannon32@example.net,946-710-5241x19547,Wilson-Henderson,Finance,Referral,New,49,2020-11-26,74487,Closed Won,0.5571956378083275,51,Female,Jimview,Product D,2023-10-29,Custom,2022-04-29,2023-10-18,5604,6,6,2023-07-07,2024-01-05,2023-04-12,['Arm relationship fill them. Arm catch thought edge pressure along beyond. Close total authority outside born home.'],"['Unit population lead public large. Film girl organization position. College recently check benefit goal.', 'Safe second check new term front. Argue my Mrs his.']","['Goal executive true if name agency growth. Traditional later take treat century deep. Sort party economic determine throw senior science.', 'President unit for truth those. Mother best example technology ago word.']"
Madeline,Nguyen,hhorn@example.com,001-810-532-2816,Duncan-Bates,Finance,Website,New,29,2020-08-03,79170,Proposal,0.31486917883611953,55,Male,Freemantown,Product D,2023-11-01,Custom,2022-01-11,2023-11-21,8681,0,0,2023-08-15,2023-10-01,2023-03-30,"['Special choice Mr push serious in. Red inside music term mother. Could seat might it message trial finally professional.', 'Including seem score police within forget. Final eye glass those attention. Floor first probably fill market.', 'Perhaps bank cost store office city. How home former choice.']",['Popular whose individual where quite arrive. Realize for price behavior though.'],['Yes street less. Hot experience standard on. American thought west church natural.']
William,Bean,tanyabaker@example.net,+1-506-461-6116x61186,Brown-Aguirre,Retail,Social Media,Lost,45,2021-12-25,70720,Proposal,0.5245765352046704,53,Female,Port Paula,Product B,2023-03-14,Custom,2021-05-01,2023-08-27,4683,7,7,2023-07-14,2023-04-26,2023-04-15,"['Future art worker born man expert agent. Environmental anyone future cost drive my.', 'Front hair question card debate share. Customer marriage century program environmental key.']",['Health thousand place people. Drive plan lose soon.'],"['Benefit pay yourself him. Truth car community current.', 'Building avoid stage way what. Unit attention worry try beautiful hard.', 'Local man wait still. Exist know Mrs ability your.']"
Julia,Gomez,rmcdonald@example.org,001-708-440-0050x1365,Gonzalez-Williamson,Retail,Cold Call,Contacted,52,2022-10-26,89328,Negotiation,0.032766924764285554,29,Male,Bensonmouth,Product C,2023-12-07,One-time Purchase,2021-03-03,2023-02-25,543,2,0,2023-09-18,2023-11-28,2023-10-05,['Shake paper pay public dream stop area. Account recognize at above explain some employee. Could manager above respond choose.'],"['Type choice accept. Hospital figure attention food wear. Move dream involve yeah indicate Congress.', 'Send pick this pressure think.']","['Wide person any seat administration whom able. Fill own rock across debate term.', 'Statement begin long inside rise cell after. Agent face want help. Name wind paper knowledge.', 'Window upon sort cut truth low successful. Recently section want its strategy.']"
Cynthia,King,michellethomas@example.net,9996725788,"Miller, Marks and Nelson",Technology,Referral,New,66,2020-01-20,10101,Closed Lost,0.10908206818008004,19,Male,West Jesushaven,Product C,2024-01-10,Custom,2022-06-15,2023-11-24,6612,0,0,2023-11-07,2023-12-04,2023-11-08,"['Community reflect such bag analysis budget.', 'Will yourself ball just others. Level condition yet structure hospital. Side model sense can pick return.', 'Foreign state understand worry range huge his. Dream share least hour those.']","['Above foreign mission left attention only. Challenge use develop task. Just new treat career modern language item body.', 'Brother growth perhaps official mother cover especially. Control shake body others house over girl. Claim affect strong beyond just.']","['Up beyond reason worker. Front how begin.', 'Computer away send. Send history enjoy radio hot hit.']"
Robert,Frederick,daniel06@example.net,277-646-2785,Morrison Inc,Technology,Social Media,Contacted,33,2021-01-04,67403,Needs Analysis,0.2651595998169711,18,Male,Hendrickston,Product D,2023-03-06,One-time Purchase,2021-07-07,2023-12-09,5194,1,0,2023-07-22,2023-05-31,2023-12-27,['Agent serve adult such town piece nice in. With country almost fear fill personal month.'],['Cause way simply skill by dog. Throw live question stand find anything. Product road toward plan hope agree product. Half board feel try.'],['Year opportunity stop deep look fast ground. Customer care over network trade.']
Alicia,Taylor,carolmurray@example.org,4056174300,"Newman, Love and Williams",Finance,Website,Qualified,79,2021-02-14,62633,Closed Lost,0.734503434656239,18,Male,Lake Robert,Product D,2024-02-05,Subscription,2021-03-01,2024-01-07,4135,10,1,2023-07-29,2023-09-12,2023-07-30,"['Page kind high good.', 'Morning option record fish customer class. Kind board because ready might sea recognize do. Color customer at break.']",['Improve subject interesting where trade wait law. Police truth modern indeed.'],"['Return amount less seem middle social. Half third present only chance heart.', 'Student door area. Thank organization question rate. Recent prove of job.', 'Enter hospital quality tell year plan because. Since cold view respond. Issue size until bank seek rate.']"
John,Finley,uporter@example.org,001-801-755-1923x9700,"Clark, Richmond and Richards",Finance,Website,New,29,2021-07-07,75096,Proposal,0.3435669512293136,23,Male,Thomasland,Product A,2023-11-16,Subscription,2021-08-14,2023-09-28,5642,5,5,2023-06-03,2023-03-18,2023-06-11,"['Official song often find. Respond just word opportunity size reason. Gun few gas building.', 'Nation example store cause skill military. Paper into nor receive game if. Reason by investment.']","['Lose perhaps window soldier check assume soon. Which drug together west goal task five certainly. Hit safe bag appear happen she bring. Newspaper although box fight even eight.', 'Tell well product father miss trial various. Actually however action vote. Them black no ready quickly friend theory. Head report something one.']",['Season affect note scientist assume along relationship. That policy voice along bill guy ten.']
Sherry,Carlson,dickersonjulie@example.net,269.986.4403,"House, Aguilar and Owens",Healthcare,Cold Call,New,58,2023-02-21,18892,Closed Won,0.5787601888261693,77,Female,West Carolineview,Product A,2023-08-29,Service Agreement,2022-11-28,2023-05-20,6209,7,0,2023-10-16,2023-10-10,2024-01-16,"['Work hot moment until practice take. Buy police choice spring deal media.', 'Reflect message idea ahead wear.']",['Figure PM parent moment any wait similar figure. Alone tax many your. Federal quite happy. My represent table.'],"['Opportunity sometimes always these direction. Level worker off usually save. Face respond network probably we outside.', 'Goal manage sit owner financial reflect. Exactly pull not force north choice after. Hard wrong suggest list.']"
Samantha,Tyler,uwilson@example.com,594.254.1721,"Tate, Duncan and Miller",Technology,Cold Call,New,26,2022-05-09,89426,Proposal,0.6241120123224653,37,Female,West Nathanbury,Product C,2023-04-18,One-time Purchase,2022-07-07,2023-12-16,7791,2,2,2023-03-31,2023-07-22,2024-02-14,"['Mention alone fall anyone customer husband wide activity. Exist job the run beat. Traditional rock born forget.', 'Visit believe value increase. Hold all method serious agreement mission someone along.']",['Direction real per expect. Imagine article my age. Beautiful finish fine case discussion ten.'],"['This speak together despite address movie. Everything should her arrive help.', 'Particular large continue machine idea. Thousand couple several despite yet.']"
Jennifer,Zavala,larasean@example.net,+1-515-795-4939x19854,Lynn and Sons,Manufacturing,Referral,Lost,98,2021-10-06,95670,Closed Won,0.8423086680604297,77,Female,Olsonville,Product C,2023-07-21,Subscription,2023-01-24,2023-12-23,780,5,0,2023-12-04,2023-04-26,2023-12-24,['City since international window. Show believe manage fear protect check. Ball rock art us political parent.'],"['Answer tell write sit measure fire. Together executive quality form hair population consumer. Worry three instead top.', 'Need crime enough here growth majority.']","['Full walk thought never learn third.', 'Join quickly ground project forget short feeling. Moment board character staff election. Physical artist hotel trade whole last. Risk character education door even talk product reality.']"
Veronica,Rodriguez,mmartin@example.org,5346023899,Watkins and Sons,Healthcare,Social Media,Qualified,41,2023-01-03,64631,Qualification,0.817288840811396,23,Female,Mendozaton,Product D,2023-09-19,Service Agreement,2021-03-18,2023-05-31,9816,8,4,2023-07-18,2023-08-25,2023-08-19,"['Want fish factor image. Door final gas interview already.', 'Role among carry star. Next middle shake ball lawyer center. More herself seek his money wind. Least evidence level drop such protect.']","['Everyone suggest compare yes. Church want everything deep safe only.', 'House forward treatment even yet avoid. Gun team movie study see.']","['Never water go pattern. Foreign herself effect represent sometimes letter thought. Public military else area cut short. Bit source whom computer ask product really.', 'Just concern buy everyone certainly describe morning. Trial anyone just mention.']"
Aaron,Burke,wrightbrian@example.net,594.624.2521x556,Palmer-Lewis,Technology,Social Media,New,27,2022-11-06,48634,Closed Lost,0.7262430459747676,63,Male,Thomasville,Product B,2023-08-19,One-time Purchase,2023-01-17,2023-07-31,1634,10,1,2023-05-20,2023-05-14,2023-12-31,"['Billion call if order detail. Yet however ability artist. Shoulder able yeah treat its.', 'Anything message account author. Want stock federal likely. Growth significant stuff dog behavior visit degree.', 'Concern baby why side oil through boy character. Movie finally each available occur food.']",['Tv power management really easy manage enough. Over growth blood government when agreement economic happen.'],"['Cell today me test under yeah site. Light visit article. As meeting near heavy former often score.', 'Will end key season yard leader without. Senior entire dream million around soldier. Better third cover born pay young others. Senior fight forward fear from technology west consider.']"
Damon,Wong,lduffy@example.org,(864)454-4184,"Silva, Jensen and Hunter",Manufacturing,Cold Call,Contacted,77,2022-09-19,2886,Negotiation,0.7690812485623334,51,Male,Port Kimberly,Product C,2024-01-17,Subscription,2022-03-28,2023-04-17,7520,7,5,2023-06-09,2023-03-06,2024-01-14,['Ok return for activity. Which special play level can camera.'],"['Budget gun we offer. Laugh return her camera.', 'Doctor change together star suggest. Institution effort operation information. Something ten shake everyone by sort.', 'Provide interview product including car. Hour lose drug day receive Congress. Picture turn area attention account along nearly former.']","['Type half decade camera long carry grow. Hair family today past understand reality miss note. While gas various yourself form you.', 'Process worker majority majority maybe today. Painting if discover difference ok financial.', 'Next majority despite support light this. Indeed magazine produce action. Environmental decade film exist interest.']"
Sarah,Bailey,gabriel86@example.org,+1-279-882-7124x437,Meza PLC,Manufacturing,Social Media,Qualified,67,2021-10-30,43542,Closed Lost,0.6023085659840892,38,Female,Loweryton,Product C,2023-08-07,Service Agreement,2022-04-26,2024-01-28,2362,10,8,2023-11-24,2023-11-08,2023-08-17,"['Take for fear carry note but. Serious son attention.', 'System sea especially question daughter describe unit. Movie sound future start. Group year plant approach street sense exist. Night not consider mouth.']","['Take occur method dream view crime push. Well keep in key fall finally road.', 'Idea model morning PM. Decade save bill surface upon.']",['Increase those guy speak movie may improve ahead. Debate recently collection international test cup easy.']
Joshua,Ramirez,mary32@example.com,999-675-9571,Santiago Ltd,Finance,Social Media,Lost,28,2020-01-16,60437,Negotiation,0.29437430015137156,21,Female,Stephenbury,Product B,2023-09-28,Service Agreement,2021-08-25,2023-06-22,1478,7,2,2023-06-01,2023-04-04,2024-01-03,"['Your we particularly third tell. Both history within message shoulder not responsibility. Table figure if half camera interview true. Event strategy discussion everything.', 'Science especially lawyer heart little rate science. Adult entire save development age discuss value.']","['Huge reduce appear free often cost reduce evening. Cultural college no. Market seem occur. Understand question life.', 'Her on tax court movement movie. Say new guy newspaper big.', 'Best theory place if control contain check. Enter Mrs cause nature.']",['Area with friend. Industry great phone determine.']
Mark,Massey,frank79@example.net,001-207-337-1054x030,Lopez PLC,Finance,Cold Call,New,3,2021-04-01,65625,Proposal,0.6050128478224608,51,Male,West Andrewmouth,Product A,2023-12-15,One-time Purchase,2021-07-18,2023-08-09,7158,5,0,2023-05-29,2023-12-03,2023-03-01,"['Great front police think. Behind husband pay sound agent.', 'Trip air weight product several husband.', 'Draw respond other smile. Improve tax rate.']","['Year rather new husband tell list skin. Us drop since difference second analysis somebody. Then condition I perhaps theory.', 'Administration establish particular. Or include letter. Pick trouble activity.']","['Know carry senior executive white. Through add his read. Part artist finally now short.', 'Sit plant image attention too keep.', 'Theory sign season case water safe mission. Tv plan great seem like. Your operation minute pick. Important set former score.']"
Jacqueline,Young,brandon08@example.net,001-605-735-2420,Simmons Inc,Technology,Referral,New,67,2021-11-12,10193,Closed Lost,0.7404941060969833,71,Male,Bradleyside,Product A,2023-06-13,One-time Purchase,2021-03-01,2023-12-21,770,6,2,2023-09-15,2023-09-26,2023-10-03,"['Contain he prepare. Note prevent meet bit program continue. Law data where daughter everything sign save.', 'Wide trouble list how could option. Always chance win middle listen road pay. Field although different sign writer.', 'Moment significant really deep. During blood add change.']","['Into road artist red country fine stay. Organization fact better project study game eight. Town career yard approach. Benefit mind character marriage turn.', 'Hit either successful station should job morning song.']",['Example employee skill own glass personal stuff. Strong item affect impact school. Face clearly result raise too quite marriage. Total serve almost happy song early with you.']
Summer,Johnson,wrightmichael@example.net,845-350-2298x521,"Carr, Rogers and Thompson",Retail,Website,Qualified,67,2022-09-09,73400,Proposal,0.9511947427851026,30,Male,Pottsfort,Product B,2023-08-06,Service Agreement,2021-03-31,2023-10-12,3520,4,0,2023-07-23,2023-02-28,2023-12-03,"['And risk full. Many recent practice high specific left career. Report son national administration offer usually. Player protect exist leave stop television modern.', 'A recent term list current board. Teach reach fine fill goal recent. Concern former wait never.', 'Financial PM cost inside head western party. Institution woman interest hundred issue color thing anything.']","['It business particular bad president today quality. Behind many prove owner other professor full.', 'Identify number sea control face next want. Here leg treat per wish.', 'Generation security outside protect especially conference side.']","['Every race reason support official job share.', 'Treat race could conference. Owner step think nature hold coach today. Career nation study during art class.', 'All produce message cold sign raise huge. Business lawyer program model. This movement for senior.']"
Joshua,Bender,joyward@example.net,(965)918-3978x50419,Watson Group,Healthcare,Website,Contacted,42,2020-12-12,70044,Proposal,0.5765709690658392,26,Female,Port Maryfort,Product D,2023-07-22,Custom,2021-10-16,2023-11-15,1378,8,1,2023-07-31,2023-12-22,2023-03-02,"['Strong poor pass whether new determine. Become indicate three. Short final white career.', 'Follow information expect leave red hospital visit.', 'Tonight soon federal make. Rich degree manage thousand nothing three point. I baby thought relate small risk plan.']","['Skill design up. Force take program start affect reach must. Good control spend onto.', 'Produce scientist once rather up down life. Civil already couple speech. Learn management range table pattern population ready. Attorney research Congress population scene.', 'Baby close modern reflect campaign particular. Newspaper her true allow like opportunity relate executive.']","['Receive six firm bring trip. Relate week gas course generation.', 'Brother chair product shake news war try. Pm management learn across school whatever section. Share themselves such chair television more party manager.']"
Rebecca,Lopez,brittanywilliamson@example.com,(584)412-6155,Stone-Montgomery,Retail,Website,Qualified,92,2024-02-15,28168,Negotiation,0.56338518727318,80,Male,Ashleyhaven,Product C,2023-04-17,Service Agreement,2022-04-18,2023-06-07,7333,7,7,2023-02-19,2023-06-02,2023-02-23,['Card both quality. Long truth community. He student reflect method heart.'],['Send executive hold item radio pass. Nothing send they station myself maybe. Book child teach idea despite table difficult.'],['Money and away person ago. Pretty strong along number beautiful. Sense feeling since.']
Jennifer,Campbell,tonya73@example.com,706.992.1122x0979,Cochran-James,Healthcare,Referral,Contacted,8,2021-05-18,93031,Negotiation,0.5197970714454352,22,Male,Gallegoston,Product C,2023-08-06,One-time Purchase,2021-12-16,2023-05-24,4018,4,0,2024-01-19,2023-07-17,2024-01-12,"['Wind Mrs water area west current child. Idea college research.', 'Challenge which make perhaps operation assume writer across. Fall building whether then.']",['Sing ball newspaper point matter also. Keep itself of score force my. Rate box media necessary.'],"['Wonder line information throughout positive discussion probably. Become seat get trip effort level.', 'Debate tonight spend officer knowledge modern sure. Give in character travel. Alone care easy in need likely.', 'Next ground manager left our. Interview tax low drive Mrs.']"
Kimberly,Garner,trevorlittle@example.net,3208004987,Ochoa-Mcpherson,Finance,Website,Qualified,18,2023-09-09,1457,Negotiation,0.6620853060060035,80,Female,Jenniferberg,Product D,2023-12-10,Service Agreement,2022-08-06,2023-04-02,8990,10,9,2023-06-14,2023-03-29,2023-03-12,"['Minute arm decide size. And religious Mr happy treatment local.', 'Among be way significant. Bed father pay. There sister deal figure seat well usually since.', 'Early save last option woman above head. Affect say enjoy word police success.']","['My quite increase modern exist personal there care. Loss throughout necessary policy. Give population tonight build.', 'Strong including good really. Administration standard central certain suggest.']",['Campaign single name discuss. Interview network lose interesting or.']
Matthew,Carter,christrujillo@example.net,717-811-1503,Cunningham LLC,Manufacturing,Social Media,Qualified,54,2020-04-15,83933,Closed Won,0.28033324458115294,62,Male,Jeanhaven,Product A,2023-11-13,Service Agreement,2021-10-11,2023-08-16,8354,0,0,2023-05-28,2023-09-19,2023-11-22,"['Travel talk kitchen. Bad be they continue. May indeed doctor book bad.', 'Public paper race nation important recognize. Personal matter suddenly off sing. Election true similar present attention hand break tree.', 'Information treatment establish career concern. Good door purpose toward those past off left. Different determine behind board past summer.']","['Station while animal realize serious after size.', 'Official sign difference magazine situation carry. Live tend likely financial. Suggest image lay kitchen final think.', 'Point certain store kid same. Far high area check perform traditional be. Significant company produce sometimes gas person serious.']","['Beyond offer spend. Single two news poor woman enjoy get. Minute city tree wish heart benefit win sing.', 'Mr race effort that others hold very employee. Fear toward cold tell common population star.']"
Rebecca,Freeman,fowlerkristin@example.net,392.925.8904x442,Walls Group,Technology,Referral,Contacted,17,2023-04-14,89564,Closed Lost,0.3359360251520931,67,Female,West Stephentown,Product D,2023-12-03,Service Agreement,2022-10-08,2023-05-03,2884,6,0,2024-01-23,2023-12-26,2023-05-22,"['Give same skin decision far agreement citizen. Local keep government source measure interview voice.', 'As most from hour bed could fast. Top customer Republican or I picture.']","['Thus bag bit talk force they look nothing. Reflect write someone artist ever. Technology cell parent game whose.', 'West structure realize fly. Investment east friend tough who. Against begin public cup job example.', 'West population describe. Prepare laugh organization build staff simple.']",['Owner imagine program us matter any. National fire game ever business beat. If president party week technology.']
Timothy,Paul,amanda13@example.net,(937)928-7459,"Jarvis, Russell and Phillips",Finance,Social Media,Lost,50,2022-05-21,62776,Closed Won,0.1227784202828549,23,Male,Fuentesbury,Product B,2023-03-08,Custom,2022-09-06,2023-07-11,2050,6,6,2023-12-08,2023-10-02,2023-11-06,['Consider husband key almost man office. Adult other woman wear significant shake. Black determine moment forget edge left put.'],['Although sort toward himself probably scientist. Order fill tax through. Compare public prepare nation notice son.'],"['Suffer every fear information. Build industry at ten success decade training write. Could occur series charge subject.', 'Anyone picture benefit final. Ball campaign traditional all. That same recognize old statement they.', 'Walk financial outside school according. Science raise deep occur smile.']"
Tabitha,Jones,jenniferschwartz@example.com,342.603.4264x81089,Barnes-Blair,Finance,Social Media,Contacted,78,2022-02-22,35990,Needs Analysis,0.06273731004932359,22,Female,Port Rhonda,Product B,2023-12-30,Custom,2022-12-23,2023-12-29,3623,4,3,2023-09-22,2023-10-09,2023-12-14,"['Himself bill lose if four apply perform. Record end adult dark beautiful. Identify training peace year notice.', 'Hundred today majority summer specific yard. Over hope country establish green rather you its. Space manager nice impact memory. Boy employee war short set true.']",['Green despite from we eat national require. Control raise leader letter significant anything.'],['Become section almost writer trouble. Direction indicate wide manager.']
Arthur,Martin,gibsonjose@example.com,(596)836-7432,Mcmillan LLC,Technology,Referral,Contacted,38,2020-12-16,30526,Closed Lost,0.5818239910213086,45,Male,Port Jacquelinebury,Product D,2023-10-23,Custom,2021-09-29,2023-05-07,8482,4,0,2023-05-26,2023-09-13,2023-08-24,"['Realize wait fact site add myself bar. World character thing behind.', 'President teach speech manage vote. Expect each each soldier sell health. About theory range.']",['Draw reflect might during close. Whole chair federal share history nature car. Individual lose TV significant experience third action girl.'],"['Small fire work consider. Sister and bring stop. Level child event eye.', 'Receive certainly six huge beat. Purpose use enough. Term oil small.']"
Stacy,Conner,hollowayjesse@example.org,(572)546-6405x532,"Warner, Ryan and Olson",Healthcare,Website,Qualified,43,2022-10-22,96435,Negotiation,0.23273998043602062,55,Male,North Anthonyberg,Product C,2023-07-29,Service Agreement,2023-01-07,2023-07-06,9206,6,0,2023-03-24,2023-03-03,2023-09-08,"['Happen company stock management instead spend form. Message information partner get mother education. Beyond until rock idea research.', 'Necessary style war trial investment. Image live sort success someone girl.']","['Keep responsibility buy ten allow interesting. Success hotel may edge door foot budget.', 'Upon free own understand as race. Song TV wall former direction least two. Mouth able together couple.', 'Indicate wait hotel second. Another goal body much. History front bar herself sister opportunity pull drug. Expect team thing debate.']",['Box once eat century civil. Very own red allow discover such.']
Darryl,Stevens,justincarter@example.org,001-905-249-5659x1962,"Ross, Tran and Perkins",Finance,Website,New,84,2023-01-25,88181,Closed Won,0.6226106778004586,23,Male,Michelleland,Product C,2023-03-11,One-time Purchase,2022-03-20,2023-09-26,770,5,2,2023-04-02,2023-03-15,2023-05-31,['Successful anything sound ten majority week probably teach. Fast edge decide interview. Language edge decade evening town fly.'],"['Agreement commercial dog line woman similar yard. Material me whether agent writer. Management Republican turn.', 'Yourself pay particularly down act note. Type wide wear situation.']",['Behavior make president turn school mean. New type throughout reason peace significant Congress. Only draw peace require. Career senior worry think order.']
Eric,Rowland,loweryjacqueline@example.org,(476)832-7642,"Gonzalez, Wood and Barnes",Healthcare,Social Media,Qualified,69,2021-03-30,24839,Prospecting,0.0067140962392305825,63,Male,Kimfort,Product A,2023-12-20,Service Agreement,2022-08-20,2024-01-05,7533,1,1,2024-01-30,2023-02-26,2023-03-10,['Simply cost everything term. Prevent behavior leave share. Also kitchen thus.'],"['Night social knowledge scientist artist. These story fine me should learn. Senior security where tonight them.', 'Foreign others book attorney weight partner. Green stop tonight option key.', 'Up weight seek million record Congress. Statement character leave necessary begin yet however.']","['Argue yourself rule. Raise possible daughter store one effort.', 'Morning detail his chance. Cost technology Republican eye crime accept.', 'Style southern issue look western.']"
Jaime,Morris,hross@example.net,754.831.7575x02887,"Hendricks, Whitney and Benson",Manufacturing,Referral,Contacted,45,2022-11-25,11721,Negotiation,0.6626476819567428,20,Female,Port Brent,Product C,2023-11-14,Subscription,2022-08-31,2024-01-08,5190,2,2,2023-08-28,2023-10-04,2023-06-23,"['Fact west as focus determine. Note across anything between home some suffer.', 'Recent human member political event painting character finally.']",['Issue day position animal camera consumer. Wish prevent station course speak baby suddenly common.'],['Present write painting morning shake how green mention. Including firm age of operation growth. Religious view fine house goal somebody century. Against agent medical animal but politics.']
Nicholas,Ramos,xblake@example.com,+1-793-397-1607x2763,"Williams, Casey and Pope",Technology,Website,Qualified,54,2021-07-14,62112,Qualification,0.6075800488139733,71,Female,Margarettown,Product B,2023-09-12,One-time Purchase,2021-08-06,2023-08-24,3553,10,3,2023-08-22,2023-07-25,2023-07-04,"['Tend high where environment economy. Phone actually lose common same economy.', 'Sing red season raise. Politics find charge better sometimes lawyer town. Model data seem them even war free.']","['Chance off hour station would surface happen from.', 'Its half site response class environment apply. Sea clearly where I operation provide. Full them attorney true treat study.']","['Last natural federal sing them. Friend table report drop.', 'Ask table economy. Whatever station by news main ten ago industry. Choose increase such dog practice.']"
Jimmy,Green,uhuang@example.org,653-651-3119x3503,Jensen LLC,Healthcare,Social Media,New,37,2023-10-21,53783,Closed Won,0.8663220100837543,72,Male,Port Amanda,Product C,2023-04-04,One-time Purchase,2021-12-10,2023-03-01,382,2,2,2023-10-31,2023-08-14,2023-07-16,"['Crime over brother may girl. Our talk major per rock population.', 'Yes bad fish.']","['Agree sport majority general inside just easy. American soon if green interview.', 'Relationship rule head. Space maybe nature.', 'Song hear new example miss.']",['Recently police wind difficult others.']
Cheryl,Bowman,qlambert@example.net,+1-211-730-0525x93061,Foster-Smith,Retail,Cold Call,New,16,2021-04-28,91395,Prospecting,0.9212939509654752,48,Female,Maryville,Product C,2023-10-21,Service Agreement,2022-09-15,2023-05-01,9671,4,3,2024-02-03,2023-03-24,2023-08-17,"['Continue image seem nature local three model place. Commercial thousand teacher whose for together another southern.', 'Always result radio leg everyone. Practice evening full time forward.', 'Send article lawyer lead result control mouth. Building could tonight buy personal until subject. Push travel better responsibility itself color.']","['Power join become point involve practice. Identify two might. Toward book dream I drug subject moment.', 'Moment increase report report.']",['More institution mind shoulder campaign garden. Set admit production rich crime approach.']
